content,label
"Hi, ini admin WhatsApp. Kumpulan ini akan ditutup kerana melanggar terma. Klik link untuk elak group didelete.",1
"Internet WiFi UTeM korang okay tak? Asal aku punya asyik disconnect je dari tadi.",0
"Bantuan Khas Kewangan Pelajar B40 Fasa 2 dah buka! Mohon segera sebelum tarikh tutup: http://bantuan-b40-edu.xyz",1
"Sapa nak join order mixue? Aku nak order guna Foodpanda ni.",0
"Alert: Someone tried to reset your student email password. If this wasn't you, cancel the request here: http://utem-mail-security.com",1
"Geng, presentation esok setiap group kena bentang berapa minit eh?",0
"Free Spotify Premium for 1 year! Exclusive for university students. Get it now: http://spotify-student-free.info",1
"Aku tak dapat datang kelas pagi ni, motor aku pancit kat Ayer Keroh. Tolong bagitau lecturer.",0
"Notis Pejabat Bendahari: Ada lebihan bayaran yuran pengajian. Sila isikan borang claim di sini: http://bendahari-refund-utem.com",1
"Korang result exam sem lepas bila keluar eh? Berdebar pulak.",0
"同学你好，你的留学生签证/学费出现异常，请立即联系校方处理：wa.me/xxxx",1
"Eh lab report tu kena hantar hardcopy ke softcopy kat U-Learn?",0
"兼职打字员，1000字30块，不用交押金，每天结账。加微信/WhatsApp：xxxxx",1
"Siapa tau kedai repair laptop area Melaka Perdana yang okay dan murah?",0
"PDRM Notice: You are involved in a hit and run case. Check your summon details here: http://myeg-pdrm-saman.net",1
"Reminder geng, esok last day untuk drop subjek tanpa kena denda.",0
"Dear UTeM Student, your application for the Dean's List certificate is incomplete. Update your profile: http://deanslist-utem.org",1
"Bro pinjam charger phone kau jap, bateri aku dah 5% ni.",0
"Macam mana nak dapat RM500 free? Klik link ni sekarang untuk daftar agen judi online terpercaya!",1
"Jom study group malam ni kat library, exam dah dekat do.",0
"Warning: Netflix account hold. Please update your payment details: http://netflix-billing-update-account.com",1
"Weh aku lupa bawa kad matrik la, boleh masuk exam hall tak agak-agak?",0
"Adakah anda memerlukan pinjaman wang segera untuk bayar yuran? Pinjaman berlesen lulus 24 jam. Tanpa cagaran!",1
"Siapa ada cable HDMI nak pinjam? Nak guna untuk presentation petang ni.",0
"Akaun Telegram anda akan dipadamkan dalam masa 24 jam. Sila log masuk untuk batalkan: http://telegram-verify-web.com",1
"Korang dah check jadual exam final? Ada paper yang clash tak?",0
"Tawaran istimewa untuk budak FTMK! Beli laptop gaming murah ansuran tanpa faedah. Klik link Telegram ni.",1
"Salam sejahtera, dimaklumkan bahawa bas ke kampus induk akan lewat 15 minit hari ini.",0
"Weh tolong bayarkan saman traffic ni jap guna online banking kau, system aku down. Nanti aku bayar cash kat asrama.",1
"Weh esok cuti umum kan sempena hari keputeraan Agong? Maknanya takde kelas la kan?",0
"Urgent Action Required: Complete your HEP disciplinary survey or face suspension. Link: http://hep-utem-survey.info",1
"Siapa pandai setup environment untuk Python? Anaconda aku asyik error je.",0
"Tahniah, anda layak menerima Baucar Buku 1Malaysia (BB1M) RM250. Semak kelayakan anda di: http://bb1m-semakan-online.com",1
"Korang dah sign borang penyeliaan PSM tu belum kat Dr Megat?",0
"Hi dear, are you looking for sugar daddy? Allowance RM3000 per month. Serious only.",1
"Hari ni menu cafe sedap weh, ada ayam masak merah dengan paceri nenas.",0
"Shopee 11.11 Lucky Draw Winner! You won RM10,000 cash. Contact our agent to claim your prize.",1
"Geng, tolong save nombor baru aku ni. Nombor lama dah tak aktif.",0
"Perhatian semua ahli grup, sila tekan link ni untuk renew keahlian kelab kalau tak nak kena buang grup.",1
"Weh result MUET korang dapat band berapa? Aku kene repeat la rasanya.",0
"Your iCloud storage is full. Upgrade now for 50GB free data: http://icloud-storage-free-promo.com",1
"Siapa tau ofis pentadbiran FTMK tingkat berapa eh?",0
"Jual sijil MC (Sijil Sakit) klinik swasta dan kerajaan. Murah dan dijamin original. Boleh guna untuk skip kelas.",1
"Jom pergi kipmall beli barang dapur jap, barang aku dah habis.",0
"Tolong viralkan! Budak ni kena culik kat Ayer Keroh. Siapa jumpa dapat RM10k. Klik link untuk gambar.",1
"Korang faham tak apa yang lecturer ajar tadi pasal Random Forest? Boleh terangkan balik tak?",0
"Kemas kini sistem U-Learn sedang dijalankan. Semua pelajar diwajibkan login semula melalui server sandaran ini: http://ulearn-backup-utem.net",1
"Jangan lupa submit claim untuk persatuan selewat-lewatnya hari jumaat minggu ni.",0
"Your car insurance is expiring soon. Renew with us to get 30% discount and free roadtax delivery.",1
"Aku dah mengantuk gila ni, kalau lecturer panggil nama aku tolong cover jap.",0
Maybank alert: Your account has been limited due to suspicious login. Verify now at https://maybank-secure-check.example to avoid suspension.,1
TNG eWallet: You are selected to receive RM150 bantuan credit today. Claim immediately here: https://tng-bantuan-claim.example,1
POS Malaysia: Parcel delivery failed because address is incomplete. Update delivery details at https://pos-malaysia-track.example within 24 hours.,1
LHDN refund notice: Your tax refund of RM842 is pending. Confirm bank details now at https://lhdn-refund-check.example,1
KWSP i-Akaun security update required. Please verify your IC and TAC at https://kwsp-secure-verify.example to keep access active.,1
Bank Negara Malaysia warning: Unusual transaction detected on your card. Cancel now via https://bnm-card-protect.example,1
Shopee lucky draw: Tahniah! You won a free iPhone 15. Pay RM5 shipping now at https://shopee-prize-center.example,1
PTPTN final reminder: Your account is overdue and legal action may start. Review payment notice at https://ptptn-settlement.example,1
MySejahtera reward campaign: Click to claim free RM100 shopping voucher before midnight https://mysejahtera-voucher.example,1
PDRM saman notice: You have an unpaid traffic summon. Check and settle now at https://pdrm-saman-fastpay.example,1
AirAsia urgent update: Your flight booking is incomplete. Reconfirm passenger details here https://airasia-booking-update.example,1
Astro promo center: Your account has been selected for 6 months free subscription. Redeem at https://astro-freegift.example,1
WhatsApp Security: Your account will be terminated today unless you confirm ownership at https://whatsapp-account-review.example,1
"CIMB alert, your SecureTAC has expired. Reactivate immediately at https://cimb-reactivate-now.example",1
GrabRewards: You have 3280 points expiring tonight. Exchange them now at https://grab-rewards-bonus.example,1
"DuitNow transfer failed. To receive your pending RM500, confirm your banking profile at https://duitnow-releasefunds.example",1
SPRM bantuan khas for B40 families is open now. Register using your IC here https://bantuan-malaysia-register.example,1
"Hi mum, my phone rosak and this is my new number. Can you bank in RM2500 urgently to this account and send receipt here.",1
Your parcel is on hold at customs. Pay RM2.99 clearance fee now: https://customs-release-fee.example,1
Free hotel voucher from Booking.com for Malaysians only today. Claim before slots run out https://booking-voucher-malaysia.example,1
"I will be a bit late for the meeting, traffic near Federal Highway is quite heavy.",0
Can you send me the slides after class? I want to review the machine learning part tonight.,0
Lunch at 1 pm near campus? I am okay with nasi ayam or mamak.,0
Here is the official Maybank site if you need it: https://www.maybank2u.com.my,0
Please use the official Touch n Go page to reload: https://www.touchngo.com.my,0
The parcel status can be checked on the real Pos Malaysia site: https://www.pos.com.my,0
"I renewed my roadtax already, the JPJ portal link is here https://www.jpj.gov.my",0
You can check income tax info on the official LHDN website https://www.hasil.gov.my,0
KWSP details are on the official portal if you need it: https://www.kwsp.gov.my,0
"RapidKL announced the service update here https://www.rapidkl.com.my, maybe check before going out.",0
Lets use Google Meet tonight at 9 pm to discuss the final year project progress.,0
"I uploaded the report to Drive, please read chapter 3 and leave comments.",0
Can someone help me print the poster tomorrow morning before presentation?,0
"Shopee order arrived safely today, I just need to rate the seller later.",0
Please remember to bring your student card for the lab session tomorrow.,0
The official MySejahtera page is here if you need health info: https://mysejahtera.moh.gov.my,0
"I paid the electricity bill already, no need to transfer anything to me.",0
"We are having dinner with the family tonight, maybe around 8.30 pm.",0
Here is the AirAsia homepage for booking changes: https://www.airasia.com,0
Can you review my code after dinner? The prediction output still looks inconsistent.,0
